idade,escolaridade,estado_civil,gastos_mensais,cidade,genero,renda
63,Superior,Solteiro,3515.82,São Paulo,Feminino,6617.86
41,Superior,Solteiro,2847.73,Porto Alegre,Feminino,7027.03
67,Médio,Solteiro,2649.2,Porto Alegre,Feminino,5935.42
49,Superior,Casado,2464.89,Porto Alegre,Feminino,6060.02
64,Superior,Solteiro,3439.03,São Paulo,Feminino,5782.85
39,Fundamental,Solteiro,2469.18,Salvador,Feminino,6045.99
40,Superior,Casado,2798.55,Porto Alegre,Masculino,5762.38
19,Médio,Casado,1855.27,São Paulo,Masculino,3640.34
44,Superior,Solteiro,2695.94,Porto Alegre,Feminino,7161.74
59,Pós-graduação,Solteiro,3794.75,Porto Alegre,Masculino,7033.31
19,Fundamental,Casado,1575.01,Porto Alegre,Feminino,1856.44
43,Superior,Divorciado,2249.55,São Paulo,Masculino,5676.78
34,Superior,Casado,3056.68,Salvador,Masculino,4820.09
57,Pós-graduação,Divorciado,4069.27,São Paulo,Feminino,8876.77
50,Médio,Solteiro,2778.53,São Paulo,Masculino,6140.14
26,Superior,Solteiro,2665.48,Porto Alegre,Feminino,3548.96
60,Fundamental,Divorciado,2659.92,Belo Horizonte,Feminino,5303.29
65,Médio,Casado,3188.73,Belo Horizonte,Masculino,4647.44
56,Fundamental,Solteiro,2539.23,Belo Horizonte,Feminino,4691.97
46,Pós-graduação,Divorciado,3424.4,São Paulo,Masculino,9509.14
59,Superior,Casado,2747.33,Porto Alegre,Masculino,6942.86
43,Superior,Divorciado,2745.36,Belo Horizonte,Feminino,6226.11
52,Pós-graduação,Casado,3100.92,Rio de Janeiro,Feminino,7983.89
67,Fundamental,Casado,2633.76,Rio de Janeiro,Feminino,8275.47
42,Médio,Casado,2243.89,Rio de Janeiro,Feminino,5772.08
41,Fundamental,Casado,2017.68,Salvador,Feminino,3625.19
30,Médio,Divorciado,2001.69,Porto Alegre,Masculino,4641.09
24,Médio,Divorciado,2222.49,São Paulo,Feminino,4768.95
53,Médio,Divorciado,2403.49,São Paulo,Masculino,4386.99
62,Médio,Divorciado,2780.57,Porto Alegre,Feminino,5300.02
37,Fundamental,Divorciado,2309.35,Salvador,Masculino,2881.83
18,Fundamental,Casado,1339.03,Porto Alegre,Masculino,1000.0
25,Fundamental,Solteiro,1535.38,Salvador,Masculino,2817.31
63,Pós-graduação,Solteiro,3756.67,Belo Horizonte,Masculino,9284.04
33,Superior,Divorciado,2754.26,Belo Horizonte,Masculino,6624.36
31,Pós-graduação,Divorciado,2399.54,Salvador,Feminino,6039.28
29,Médio,Solteiro,1615.75,Porto Alegre,Masculino,3164.59
68,Médio,Casado,3499.27,Belo Horizonte,Feminino,6796.14
40,Superior,Divorciado,1770.25,Porto Alegre,Masculino,6170.65
32,Médio,Casado,1921.79,Belo Horizonte,Feminino,4089.47
45,Médio,Solteiro,2808.98,Porto Alegre,Masculino,4389.48
51,Médio,Solteiro,3103.0,Porto Alegre,Masculino,5274.78
19,Fundamental,Divorciado,1809.81,Rio de Janeiro,Feminino,3920.15
49,Médio,Casado,2821.55,Salvador,Feminino,5979.51
40,Médio,Divorciado,1915.42,São Paulo,Masculino,4880.45
39,Superior,Solteiro,2410.06,Salvador,Masculino,5314.6
68,Fundamental,Casado,3554.25,Porto Alegre,Feminino,3344.47
42,Médio,Divorciado,2180.85,Porto Alegre,Masculino,5158.1
39,Superior,Divorciado,2106.88,Salvador,Masculino,4487.26
39,Fundamental,Divorciado,2295.52,Porto Alegre,Feminino,1579.97
66,Médio,Solteiro,2922.7,Belo Horizonte,Masculino,5121.12
69,Superior,Divorciado,3594.34,Porto Alegre,Masculino,6611.73
59,Fundamental,Casado,2055.62,Salvador,Feminino,5399.85
23,Fundamental,Divorciado,895.54,Salvador,Masculino,3799.14
32,Médio,Solteiro,2050.77,Salvador,Feminino,2772.26
60,Médio,Divorciado,2709.06,Rio de Janeiro,Feminino,8719.91
54,Médio,Solteiro,2482.94,Rio de Janeiro,Masculino,5498.66
50,Superior,Solteiro,3117.15,Rio de Janeiro,Masculino,5311.8
25,Fundamental,Casado,1516.34,Rio de Janeiro,Feminino,5832.82
61,Médio,Casado,2750.37,Rio de Janeiro,Feminino,6778.41
61,Médio,Divorciado,2695.37,Rio de Janeiro,Masculino,6458.86
22,Fundamental,Solteiro,1925.63,Rio de Janeiro,Feminino,3664.7
56,Superior,Solteiro,2616.34,Salvador,Masculino,6345.82
21,Médio,Casado,1435.79,São Paulo,Feminino,1881.42
23,Médio,Casado,2016.93,Rio de Janeiro,Feminino,3878.95
62,Fundamental,Divorciado,2608.86,Salvador,Feminino,7556.78
49,Médio,Solteiro,2505.99,São Paulo,Masculino,4495.65
69,Médio,Casado,3570.83,Rio de Janeiro,Feminino,6626.77
47,Superior,Divorciado,2957.52,São Paulo,Feminino,5165.11
64,Fundamental,Solteiro,3562.15,São Paulo,Feminino,5679.3
52,Médio,Solteiro,2979.97,Belo Horizonte,Feminino,3334.81
57,Médio,Casado,2514.5,Porto Alegre,Masculino,5277.32
69,Superior,Divorciado,3190.79,Belo Horizonte,Feminino,7165.83
33,Médio,Casado,1808.82,São Paulo,Masculino,3347.02
30,Superior,Divorciado,2514.02,Salvador,Feminino,5088.29
67,Superior,Solteiro,3613.88,Rio de Janeiro,Feminino,7973.76
59,Superior,Divorciado,3469.36,Porto Alegre,Masculino,6624.92
47,Médio,Divorciado,2132.38,Rio de Janeiro,Masculino,6203.93
36,Médio,Divorciado,1846.51,Salvador,Feminino,5365.04
34,Superior,Divorciado,2687.56,Porto Alegre,Feminino,4586.15
36,Pós-graduação,Divorciado,3677.27,Belo Horizonte,Feminino,6493.64
45,Superior,Casado,2520.91,São Paulo,Masculino,6576.74
43,Médio,Divorciado,2268.27,Salvador,Feminino,2847.89
54,Fundamental,Divorciado,2512.06,São Paulo,Masculino,4692.21
43,Médio,Solteiro,2333.61,São Paulo,Feminino,5713.24
40,Superior,Divorciado,2340.83,Rio de Janeiro,Masculino,8424.96
26,Médio,Solteiro,1806.44,Salvador,Masculino,2260.36
29,Médio,Casado,2236.23,São Paulo,Masculino,6743.21
18,Superior,Casado,1552.8,Belo Horizonte,Feminino,3833.65
18,Médio,Divorciado,1838.81,Porto Alegre,Feminino,4111.9
64,Superior,Casado,3061.53,Salvador,Masculino,7129.37
51,Médio,Divorciado,2607.44,Rio de Janeiro,Masculino,5744.78
49,Médio,Casado,2616.64,Salvador,Masculino,4022.99
65,Médio,Divorciado,3062.55,Rio de Janeiro,Feminino,6265.84
42,Superior,Divorciado,2659.96,Porto Alegre,Feminino,4889.08
57,Fundamental,Solteiro,2908.75,Belo Horizonte,Feminino,5795.67
62,Fundamental,Solteiro,2482.83,São Paulo,Masculino,7217.86
18,Pós-graduação,Solteiro,2814.37,Salvador,Feminino,5249.5
33,Fundamental,Solteiro,1850.49,Rio de Janeiro,Feminino,3009.53
56,Médio,Divorciado,2776.6,Porto Alegre,Feminino,4472.15
22,Médio,Casado,1554.57,São Paulo,Masculino,6088.46
39,Médio,Divorciado,2629.63,Porto Alegre,Feminino,4181.96
46,Superior,Solteiro,3011.59,Belo Horizonte,Feminino,6953.46
20,Médio,Solteiro,1795.82,São Paulo,Feminino,3072.19
29,Médio,Casado,2106.27,São Paulo,Feminino,3963.79
43,Médio,Solteiro,2217.7,São Paulo,Feminino,4839.28
33,Superior,Divorciado,2576.78,Rio de Janeiro,Masculino,4978.9
68,Fundamental,Divorciado,3089.59,São Paulo,Masculino,6566.86
54,Médio,Divorciado,2813.47,Porto Alegre,Masculino,3881.58
39,Fundamental,Divorciado,2036.32,Rio de Janeiro,Masculino,5898.94
46,Médio,Divorciado,2168.03,São Paulo,Feminino,5389.21
31,Médio,Casado,2284.54,Porto Alegre,Feminino,5030.88
45,Fundamental,Divorciado,2586.01,Porto Alegre,Masculino,2572.61
22,Superior,Solteiro,1908.19,Salvador,Masculino,4068.92
64,Médio,Solteiro,3490.67,Porto Alegre,Masculino,4792.58
66,Pós-graduação,Solteiro,3808.58,Belo Horizonte,Feminino,8763.21
47,Pós-graduação,Solteiro,3445.59,São Paulo,Feminino,7927.98
63,Médio,Casado,3240.61,São Paulo,Feminino,7872.41
69,Fundamental,Solteiro,3417.75,São Paulo,Masculino,6265.9
22,Médio,Casado,1448.36,Porto Alegre,Masculino,2194.58
29,Superior,Solteiro,2525.17,Porto Alegre,Masculino,4789.07
33,Médio,Casado,1896.94,São Paulo,Feminino,4324.37
43,Fundamental,Casado,2415.87,Rio de Janeiro,Feminino,6078.25
43,Médio,Casado,2252.3,Rio de Janeiro,Masculino,4738.19
65,Superior,Solteiro,3329.17,Belo Horizonte,Masculino,5229.6
38,Superior,Casado,2351.29,Salvador,Feminino,5577.52
56,Fundamental,Divorciado,3035.55,Belo Horizonte,Feminino,4149.15
53,Superior,Divorciado,2866.87,São Paulo,Masculino,5995.24
50,Médio,Solteiro,2940.51,São Paulo,Masculino,5522.58
47,Médio,Divorciado,2321.86,São Paulo,Feminino,5217.88
54,Superior,Divorciado,3265.4,Salvador,Masculino,5979.66
40,Médio,Divorciado,2661.78,Porto Alegre,Masculino,4260.42
27,Médio,Solteiro,1680.82,Salvador,Feminino,2771.11
22,Fundamental,Solteiro,1801.55,Belo Horizonte,Masculino,3215.94
53,Superior,Divorciado,3238.21,Porto Alegre,Feminino,5560.41
51,Superior,Solteiro,2830.03,Porto Alegre,Masculino,6872.25
69,Superior,Casado,3636.68,Belo Horizonte,Feminino,6926.24
48,Superior,Divorciado,3163.44,Porto Alegre,Masculino,7649.76
27,Fundamental,Solteiro,2320.28,Rio de Janeiro,Masculino,3855.12
36,Médio,Solteiro,1955.53,Belo Horizonte,Masculino,4157.16
49,Médio,Divorciado,2573.76,Belo Horizonte,Feminino,5579.71
18,Fundamental,Solteiro,1501.88,Rio de Janeiro,Masculino,4436.22
22,Médio,Divorciado,1718.01,Salvador,Masculino,3240.44
62,Pós-graduação,Solteiro,3682.46,Salvador,Feminino,8436.06
21,Fundamental,Casado,1579.29,Salvador,Masculino,3557.53
33,Médio,Divorciado,2445.46,Porto Alegre,Feminino,3947.87
41,Médio,Casado,2268.23,Rio de Janeiro,Feminino,5035.3
33,Médio,Divorciado,2012.83,Belo Horizonte,Feminino,4387.15
19,Pós-graduação,Solteiro,2314.28,Belo Horizonte,Masculino,5865.25
66,Médio,Casado,3307.3,Belo Horizonte,Feminino,4315.25
45,Médio,Solteiro,2604.09,Porto Alegre,Masculino,6308.44
49,Superior,Divorciado,3008.18,Porto Alegre,Feminino,6827.46
44,Fundamental,Divorciado,2890.34,Salvador,Masculino,3288.48
37,Médio,Divorciado,1950.22,Porto Alegre,Feminino,3605.61
41,Médio,Divorciado,1917.31,Salvador,Feminino,3480.29
29,Médio,Divorciado,1841.52,Salvador,Masculino,2951.88
67,Pós-graduação,Casado,3755.83,Belo Horizonte,Feminino,9217.11
52,Superior,Divorciado,3132.2,Porto Alegre,Masculino,5768.38
50,Médio,Solteiro,2521.96,Salvador,Feminino,6416.1
50,Superior,Casado,3345.87,Rio de Janeiro,Masculino,5233.31
68,Fundamental,Solteiro,2903.28,Rio de Janeiro,Feminino,6370.32
60,Fundamental,Divorciado,2899.61,Porto Alegre,Feminino,3668.51
54,Médio,Solteiro,2675.57,Belo Horizonte,Masculino,5027.47
29,Médio,Casado,2119.76,Belo Horizonte,Feminino,3897.42
20,Médio,Casado,1260.88,Salvador,Masculino,3899.03
18,Superior,Casado,1770.67,Porto Alegre,Masculino,3173.0
50,Pós-graduação,Solteiro,3326.32,Rio de Janeiro,Feminino,8931.39
57,Médio,Casado,2384.69,Salvador,Feminino,3976.53
27,Médio,Solteiro,1993.7,Salvador,Feminino,3445.8
60,Fundamental,Divorciado,2986.57,São Paulo,Masculino,5558.06
61,Fundamental,Divorciado,3157.62,Porto Alegre,Masculino,3785.46
46,Médio,Solteiro,2336.28,Salvador,Feminino,5022.29
30,Médio,Casado,1761.28,Rio de Janeiro,Masculino,4241.43
29,Superior,Solteiro,2085.85,São Paulo,Feminino,6807.6
48,Fundamental,Solteiro,2831.07,Rio de Janeiro,Feminino,6329.01
63,Fundamental,Solteiro,2823.33,Belo Horizonte,Feminino,6461.33
19,Médio,Divorciado,1352.25,São Paulo,Masculino,3443.2
68,Médio,Solteiro,3265.13,São Paulo,Masculino,5471.09
67,Fundamental,Divorciado,2908.24,Salvador,Feminino,6550.67
52,Superior,Solteiro,2739.91,Belo Horizonte,Masculino,6202.82
40,Fundamental,Divorciado,1939.79,Salvador,Feminino,5348.86
34,Superior,Solteiro,2547.16,Porto Alegre,Feminino,4017.21
43,Médio,Solteiro,1968.31,Rio de Janeiro,Masculino,5838.68
25,Fundamental,Casado,1724.32,Rio de Janeiro,Feminino,4293.11
46,Médio,Casado,2120.56,Salvador,Feminino,4258.54
43,Superior,Solteiro,2506.2,Rio de Janeiro,Feminino,6328.38
27,Médio,Solteiro,1663.62,Rio de Janeiro,Feminino,3239.44
43,Superior,Solteiro,2837.78,Porto Alegre,Feminino,6313.8
51,Fundamental,Solteiro,2625.85,Belo Horizonte,Masculino,4157.94
68,Superior,Casado,3817.3,São Paulo,Masculino,8111.46
58,Médio,Divorciado,2505.08,Salvador,Feminino,6832.42
24,Superior,Solteiro,2637.45,Salvador,Masculino,4163.14
21,Médio,Casado,2446.29,Porto Alegre,Feminino,2752.29
67,Pós-graduação,Solteiro,3884.02,Porto Alegre,Feminino,8187.06
62,Médio,Solteiro,2329.85,São Paulo,Feminino,5705.7
28,Fundamental,Divorciado,1317.53,Belo Horizonte,Feminino,3036.72
46,Fundamental,Solteiro,2230.96,Salvador,Masculino,4997.71
53,Superior,Solteiro,2881.76,Porto Alegre,Masculino,7473.36
42,Médio,Divorciado,2261.54,Salvador,Feminino,4229.88
38,Superior,Divorciado,2792.49,Rio de Janeiro,Masculino,7139.86
53,Médio,Divorciado,2204.18,Salvador,Feminino,4477.22
27,Médio,Divorciado,1758.54,Belo Horizonte,Masculino,3152.02
54,Fundamental,Casado,2468.21,Belo Horizonte,Feminino,4300.13
26,Pós-graduação,Casado,3390.67,Salvador,Feminino,5535.32
41,Superior,Casado,2315.53,Rio de Janeiro,Feminino,7786.39
52,Pós-graduação,Solteiro,3332.35,Belo Horizonte,Masculino,7098.08
66,Médio,Divorciado,2990.06,Porto Alegre,Masculino,5911.05
52,Superior,Divorciado,2834.37,Salvador,Feminino,5262.88
65,Superior,Casado,3789.93,Rio de Janeiro,Masculino,7795.88
53,Médio,Solteiro,2284.04,Porto Alegre,Masculino,4649.19
35,Superior,Solteiro,2275.24,Salvador,Masculino,4420.92
66,Pós-graduação,Solteiro,4345.8,Rio de Janeiro,Masculino,8953.26
56,Superior,Casado,2822.73,Porto Alegre,Masculino,5231.43
49,Superior,Solteiro,3220.38,Belo Horizonte,Masculino,5966.77
41,Médio,Solteiro,2094.23,Salvador,Masculino,2289.43
40,Médio,Solteiro,2014.5,Salvador,Masculino,3942.24
49,Pós-graduação,Divorciado,3317.65,Belo Horizonte,Masculino,8100.94
54,Fundamental,Casado,2283.84,São Paulo,Masculino,5687.04
29,Superior,Divorciado,2642.12,Porto Alegre,Masculino,4249.79
66,Superior,Divorciado,3520.82,Belo Horizonte,Masculino,6150.7
30,Superior,Casado,2667.29,Salvador,Masculino,6208.15
40,Pós-graduação,Divorciado,3552.9,Porto Alegre,Feminino,7158.2
42,Médio,Solteiro,2422.31,Porto Alegre,Feminino,4944.58
52,Médio,Solteiro,2124.17,São Paulo,Masculino,6542.69
58,Fundamental,Solteiro,2449.21,Salvador,Masculino,4454.27
47,Médio,Solteiro,2665.27,Rio de Janeiro,Masculino,4348.39
34,Médio,Casado,2036.65,São Paulo,Feminino,5346.08
66,Médio,Divorciado,3175.11,São Paulo,Feminino,5442.79
37,Superior,Divorciado,2583.32,Rio de Janeiro,Masculino,5759.57
65,Pós-graduação,Solteiro,3821.09,Rio de Janeiro,Masculino,9353.64
42,Fundamental,Solteiro,2455.5,São Paulo,Masculino,4848.82
39,Médio,Divorciado,1651.77,Porto Alegre,Masculino,1636.0
30,Pós-graduação,Casado,2804.08,Belo Horizonte,Masculino,5265.4
36,Fundamental,Divorciado,2099.94,Belo Horizonte,Feminino,4808.74
66,Fundamental,Solteiro,3042.61,São Paulo,Masculino,6218.72
53,Fundamental,Solteiro,2201.65,Porto Alegre,Feminino,5382.71
29,Médio,Casado,1494.07,Rio de Janeiro,Masculino,3638.39
58,Fundamental,Divorciado,2622.05,São Paulo,Masculino,4788.2
36,Pós-graduação,Casado,3061.17,Salvador,Feminino,7522.06
29,Médio,Casado,2336.52,Porto Alegre,Feminino,4746.47
26,Médio,Solteiro,1516.61,Salvador,Masculino,2427.3
24,Médio,Divorciado,1572.06,Salvador,Feminino,4217.77
45,Médio,Solteiro,2827.45,São Paulo,Masculino,4273.59
31,Superior,Divorciado,2749.23,Porto Alegre,Feminino,3413.04
48,Superior,Solteiro,2605.8,Salvador,Feminino,6485.85
69,Superior,Solteiro,3772.63,Porto Alegre,Masculino,5995.06
36,Médio,Divorciado,2329.72,Belo Horizonte,Masculino,2589.79
64,Pós-graduação,Divorciado,3978.73,Salvador,Feminino,7011.48
33,Superior,Solteiro,2138.04,Salvador,Masculino,4802.17
22,Superior,Divorciado,1981.35,Porto Alegre,Feminino,2899.37
52,Fundamental,Solteiro,2371.61,Belo Horizonte,Feminino,5194.2
29,Fundamental,Divorciado,2028.67,Salvador,Masculino,3931.53
42,Médio,Solteiro,2131.17,São Paulo,Feminino,5580.66
69,Superior,Solteiro,3490.56,Porto Alegre,Masculino,8157.69
38,Médio,Solteiro,1959.4,Porto Alegre,Masculino,4870.82
53,Médio,Casado,2122.46,Salvador,Feminino,3742.35
40,Superior,Divorciado,3478.53,Belo Horizonte,Masculino,6174.13
33,Superior,Solteiro,2610.84,Salvador,Feminino,6261.23
56,Pós-graduação,Casado,4121.6,Rio de Janeiro,Feminino,9614.17
62,Médio,Solteiro,2525.32,Salvador,Masculino,5989.07
59,Superior,Casado,3725.61,Rio de Janeiro,Masculino,7299.41
56,Médio,Solteiro,2561.06,São Paulo,Feminino,5151.84
31,Fundamental,Solteiro,2089.08,Porto Alegre,Masculino,3315.44
48,Fundamental,Casado,2737.53,Porto Alegre,Feminino,3701.48
22,Médio,Casado,2113.28,Belo Horizonte,Feminino,4103.36
52,Médio,Divorciado,2546.09,Salvador,Feminino,4786.67
40,Superior,Divorciado,2398.7,São Paulo,Feminino,7323.73
46,Fundamental,Casado,2375.57,Rio de Janeiro,Feminino,3851.22
60,Superior,Divorciado,3477.31,Belo Horizonte,Masculino,6053.53
28,Médio,Casado,1679.24,São Paulo,Feminino,3374.76
35,Médio,Divorciado,1923.07,São Paulo,Feminino,3124.28
64,Médio,Solteiro,2455.52,Rio de Janeiro,Feminino,6499.9
29,Médio,Divorciado,1576.55,Rio de Janeiro,Feminino,3385.49
26,Médio,Solteiro,1913.29,Porto Alegre,Feminino,2926.99
27,Médio,Solteiro,2074.58,Salvador,Feminino,2378.5
61,Fundamental,Divorciado,3160.53,Belo Horizonte,Masculino,4642.53
34,Fundamental,Casado,2702.79,Salvador,Masculino,4288.84
55,Médio,Solteiro,3096.45,Belo Horizonte,Feminino,3793.29
24,Pós-graduação,Solteiro,2674.39,São Paulo,Feminino,6746.29
63,Médio,Divorciado,2609.3,Rio de Janeiro,Feminino,6678.4
30,Superior,Casado,2323.16,Rio de Janeiro,Masculino,6681.63
57,Superior,Casado,3044.65,São Paulo,Feminino,6956.03
59,Pós-graduação,Divorciado,3819.76,São Paulo,Feminino,9245.3
26,Superior,Casado,2547.28,Belo Horizonte,Feminino,5617.4
67,Médio,Divorciado,3153.93,São Paulo,Feminino,5293.23
44,Superior,Divorciado,3292.79,Belo Horizonte,Feminino,4986.31
19,Superior,Divorciado,2188.66,Salvador,Feminino,4076.15
22,Médio,Solteiro,1277.32,Rio de Janeiro,Masculino,4546.83
46,Médio,Solteiro,2209.0,Rio de Janeiro,Feminino,5486.86
54,Fundamental,Solteiro,2740.77,Rio de Janeiro,Feminino,5764.61
55,Superior,Divorciado,3218.6,Salvador,Feminino,5221.98
36,Superior,Solteiro,2972.48,Salvador,Feminino,6170.9
25,Fundamental,Solteiro,1752.11,Porto Alegre,Feminino,2751.07
65,Médio,Solteiro,2897.08,Belo Horizonte,Feminino,4983.45
62,Médio,Divorciado,2387.81,Belo Horizonte,Feminino,5295.31
18,Fundamental,Divorciado,1297.98,Porto Alegre,Feminino,4872.99
39,Pós-graduação,Divorciado,3262.63,Rio de Janeiro,Feminino,7308.88
69,Médio,Solteiro,3132.9,Belo Horizonte,Masculino,4758.98
34,Fundamental,Casado,2198.47,Belo Horizonte,Masculino,3325.44
24,Médio,Solteiro,1855.17,Rio de Janeiro,Masculino,5360.95
42,Superior,Solteiro,2725.99,São Paulo,Feminino,6749.25
62,Fundamental,Divorciado,2559.49,São Paulo,Masculino,6475.89
21,Superior,Divorciado,2130.17,Porto Alegre,Masculino,5356.86
53,Médio,Solteiro,2576.73,Salvador,Masculino,5777.47
23,Fundamental,Solteiro,2101.55,Belo Horizonte,Masculino,2480.23
48,Fundamental,Casado,2838.46,Belo Horizonte,Feminino,4922.79
36,Médio,Casado,1936.37,Porto Alegre,Masculino,4952.67
61,Médio,Divorciado,2643.42,Porto Alegre,Masculino,5255.87
56,Pós-graduação,Casado,3273.89,Belo Horizonte,Feminino,6981.08
44,Superior,Casado,2770.53,Rio de Janeiro,Masculino,5685.26
27,Pós-graduação,Divorciado,2667.74,Rio de Janeiro,Feminino,7801.78
43,Médio,Casado,3072.2,Salvador,Masculino,2997.04
36,Pós-graduação,Solteiro,2745.39,Belo Horizonte,Masculino,5986.92
56,Médio,Casado,2697.57,Belo Horizonte,Masculino,4310.15
20,Médio,Divorciado,1407.14,Belo Horizonte,Feminino,3280.43
62,Fundamental,Solteiro,2867.39,Belo Horizonte,Masculino,5683.52
30,Fundamental,Casado,1799.98,Porto Alegre,Masculino,2789.98
67,Superior,Solteiro,3753.45,São Paulo,Feminino,6553.29
45,Médio,Solteiro,2482.1,Belo Horizonte,Masculino,5066.26
37,Médio,Casado,2343.42,São Paulo,Masculino,5525.62
45,Superior,Casado,2624.4,Rio de Janeiro,Masculino,7219.39
25,Médio,Divorciado,2073.79,Salvador,Masculino,3625.28
58,Médio,Divorciado,2595.49,Rio de Janeiro,Masculino,5502.72
56,Médio,Solteiro,2258.13,Belo Horizonte,Feminino,4622.39
18,Superior,Divorciado,1985.43,Rio de Janeiro,Feminino,5475.85
20,Superior,Solteiro,2134.01,Porto Alegre,Feminino,3657.08
30,Médio,Solteiro,1525.08,São Paulo,Masculino,4883.45
45,Médio,Divorciado,2612.08,Belo Horizonte,Masculino,4369.21
66,Médio,Divorciado,2736.65,Porto Alegre,Masculino,5164.61
42,Superior,Divorciado,2503.81,São Paulo,Masculino,7512.51
50,Médio,Casado,2499.99,Porto Alegre,Masculino,4398.95
55,Médio,Solteiro,2907.19,Rio de Janeiro,Feminino,6409.63
23,Fundamental,Solteiro,1325.25,Belo Horizonte,Feminino,1961.32
61,Médio,Solteiro,3112.19,Rio de Janeiro,Feminino,6890.21
62,Médio,Divorciado,2212.19,Salvador,Masculino,5704.18
49,Superior,Divorciado,3069.2,Belo Horizonte,Feminino,8111.82
62,Médio,Divorciado,2521.09,Rio de Janeiro,Feminino,7700.9
64,Médio,Divorciado,2680.43,Belo Horizonte,Feminino,6136.35
38,Superior,Divorciado,3161.37,São Paulo,Feminino,5861.23
33,Superior,Casado,2193.55,Belo Horizonte,Masculino,4264.74
38,Médio,Divorciado,2123.13,Belo Horizonte,Masculino,3175.0
28,Médio,Solteiro,1519.99,São Paulo,Feminino,4909.48
54,Médio,Divorciado,2850.76,Rio de Janeiro,Feminino,6994.24
53,Pós-graduação,Solteiro,3712.68,Belo Horizonte,Feminino,6439.09
52,Fundamental,Divorciado,2724.94,Porto Alegre,Feminino,3756.58
36,Pós-graduação,Divorciado,3419.26,Belo Horizonte,Feminino,6833.41
37,Superior,Solteiro,2508.66,Rio de Janeiro,Feminino,5214.46
35,Médio,Solteiro,2372.35,São Paulo,Feminino,4327.19
64,Fundamental,Solteiro,3366.97,Rio de Janeiro,Feminino,7444.76
58,Médio,Solteiro,2825.33,Salvador,Feminino,5621.46
66,Médio,Casado,2648.11,Belo Horizonte,Masculino,6129.53
31,Fundamental,Solteiro,1568.51,Belo Horizonte,Feminino,2565.5
32,Superior,Divorciado,2592.68,São Paulo,Masculino,4354.08
48,Pós-graduação,Divorciado,3107.92,Belo Horizonte,Masculino,6970.97
18,Médio,Casado,1136.98,Porto Alegre,Feminino,1000.0
