cidade,data,temperatura_maxima,temperatura_minima
Porto Alegre,2020-04-28 19:37:41.600710,38.83,9.85
Salvador,2020-04-28 19:37:41.600710,26.46,23.0
Curitiba,2020-04-28 19:37:41.600710,27.93,4.91
Fortaleza,2020-04-28 19:37:41.600710,37.65,13.89
Recife,2020-04-28 19:37:41.600710,19.32,-1.2
Brasília,2020-04-28 19:37:41.600710,20.48,-9.68
Manaus,2020-04-28 19:37:41.600710,15.16,-0.4
São Paulo,2020-04-29 19:37:41.600710,15.43,-1.02
Rio de Janeiro,2020-04-29 19:37:41.600710,31.11,8.12
Belo Horizonte,2020-04-29 19:37:41.600710,20.22,4.46
Porto Alegre,2020-04-29 19:37:41.600710,34.87,27.87
Salvador,2020-04-29 19:37:41.600710,35.61,-4.69
Curitiba,2020-04-29 19:37:41.600710,35.22,18.8
Fortaleza,2020-04-29 19:37:41.600710,20.18,11.6
Recife,2020-04-29 19:37:41.600710,31.77,-1.73
Brasília,2020-04-29 19:37:41.600710,15.63,2.44
Manaus,2020-04-29 19:37:41.600710,24.39,15.58
São Paulo,2020-04-30 19:37:41.600710,35.25,20.74
Rio de Janeiro,2020-04-30 19:37:41.600710,18.32,1.0
Belo Horizonte,2020-04-30 19:37:41.600710,38.46,6.0
Porto Alegre,2020-04-30 19:37:41.600710,17.95,10.06
Salvador,2020-04-30 19:37:41.600710,19.59,-5.49
Curitiba,2020-04-30 19:37:41.600710,29.12,28.32
Fortaleza,2020-04-30 19:37:41.600710,30.96,0.75
Recife,2020-04-30 19:37:41.600710,20.73,-9.83
Brasília,2020-04-30 19:37:41.600710,37.9,28.29
Manaus,2020-04-30 19:37:41.600710,27.8,19.67
São Paulo,2020-05-01 19:37:41.600710,16.99,3.92
Rio de Janeiro,2020-05-01 19:37:41.600710,16.16,3.63
Belo Horizonte,2020-05-01 19:37:41.600710,23.4,17.12
Porto Alegre,2020-05-01 19:37:41.600710,27.62,19.23
Salvador,2020-05-01 19:37:41.600710,25.55,18.71
Curitiba,2020-05-01 19:37:41.600710,35.59,20.84
Fortaleza,2020-05-01 19:37:41.600710,36.02,26.92
Recife,2020-05-01 19:37:41.600710,32.86,-5.84
Brasília,2020-05-01 19:37:41.600710,36.84,-9.97
Manaus,2020-05-01 19:37:41.600710,26.94,5.08
São Paulo,2020-05-02 19:37:41.600710,19.19,12.58
Rio de Janeiro,2020-05-02 19:37:41.600710,27.34,4.61
Belo Horizonte,2020-05-02 19:37:41.600710,17.26,-3.56
Porto Alegre,2020-05-02 19:37:41.600710,32.5,0.59
Salvador,2020-05-02 19:37:41.600710,34.14,1.39
Curitiba,2020-05-02 19:37:41.600710,24.24,-0.63
Fortaleza,2020-05-02 19:37:41.600710,16.64,6.13
Recife,2020-05-02 19:37:41.600710,29.23,8.31
Brasília,2020-05-02 19:37:41.600710,32.13,18.25
Manaus,2020-05-02 19:37:41.600710,17.82,-0.64
São Paulo,2020-05-03 19:37:41.600710,34.42,32.75
Rio de Janeiro,2020-05-03 19:37:41.600710,36.49,12.85
Belo Horizonte,2020-05-03 19:37:41.600710,38.02,-3.87
Porto Alegre,2020-05-03 19:37:41.600710,16.47,-4.37
Salvador,2020-05-03 19:37:41.600710,37.5,6.11
Curitiba,2020-05-03 19:37:41.600710,21.21,14.09
Fortaleza,2020-05-03 19:37:41.600710,24.35,6.94
Recife,2020-05-03 19:37:41.600710,18.28,-5.78
Brasília,2020-05-03 19:37:41.600710,24.36,-8.42
Manaus,2020-05-03 19:37:41.600710,16.69,13.04
São Paulo,2020-05-04 19:37:41.600710,17.73,2.03
Rio de Janeiro,2020-05-04 19:37:41.600710,29.61,13.25
Belo Horizonte,2020-05-04 19:37:41.600710,16.54,9.1
Porto Alegre,2020-05-04 19:37:41.600710,31.15,28.88
Salvador,2020-05-04 19:37:41.600710,38.09,28.87
Curitiba,2020-05-04 19:37:41.600710,37.29,12.17
Fortaleza,2020-05-04 19:37:41.600710,16.06,8.55
Recife,2020-05-04 19:37:41.600710,37.57,13.14
Brasília,2020-05-04 19:37:41.600710,39.86,31.24
Manaus,2020-05-04 19:37:41.600710,37.8,25.93
São Paulo,2020-05-05 19:37:41.600710,37.11,-1.42
Rio de Janeiro,2020-05-05 19:37:41.600710,25.72,24.67
Belo Horizonte,2020-05-05 19:37:41.600710,37.69,17.88
Porto Alegre,2020-05-05 19:37:41.600710,20.12,-4.58
Salvador,2020-05-05 19:37:41.600710,20.64,7.91
Curitiba,2020-05-05 19:37:41.600710,27.26,9.48
Fortaleza,2020-05-05 19:37:41.600710,17.51,9.99
Recife,2020-05-05 19:37:41.600710,15.63,-5.92
Brasília,2020-05-05 19:37:41.600710,22.13,-1.88
Manaus,2020-05-05 19:37:41.600710,38.47,1.18
São Paulo,2020-05-06 19:37:41.600710,31.79,31.72
Rio de Janeiro,2020-05-06 19:37:41.600710,24.71,-8.59
Belo Horizonte,2020-05-06 19:37:41.600710,25.14,6.8
Porto Alegre,2020-05-06 19:37:41.600710,17.22,1.08
Salvador,2020-05-06 19:37:41.600710,20.57,-0.48
Curitiba,2020-05-06 19:37:41.600710,22.04,18.54
Fortaleza,2020-05-06 19:37:41.600710,25.93,1.61
Recife,2020-05-06 19:37:41.600710,22.42,19.67
Brasília,2020-05-06 19:37:41.600710,27.24,15.21
Manaus,2020-05-06 19:37:41.600710,21.36,14.76
São Paulo,2020-05-07 19:37:41.600710,24.36,15.36
Rio de Janeiro,2020-05-07 19:37:41.600710,20.36,19.71
Belo Horizonte,2020-05-07 19:37:41.600710,29.32,2.78
Porto Alegre,2020-05-07 19:37:41.600710,38.37,29.89
Salvador,2020-05-07 19:37:41.600710,34.85,5.91
Curitiba,2020-05-07 19:37:41.600710,21.78,8.35
Fortaleza,2020-05-07 19:37:41.600710,30.37,1.23
Recife,2020-05-07 19:37:41.600710,37.81,15.0
Brasília,2020-05-07 19:37:41.600710,38.44,28.21
Manaus,2020-05-07 19:37:41.600710,36.9,-9.69
São Paulo,2020-05-08 19:37:41.600710,26.36,1.06
Rio de Janeiro,2020-05-08 19:37:41.600710,21.86,1.58
Belo Horizonte,2020-05-08 19:37:41.600710,29.04,-3.08
Porto Alegre,2020-05-08 19:37:41.600710,17.65,0.13
Salvador,2020-05-08 19:37:41.600710,39.04,-7.73
Curitiba,2020-05-08 19:37:41.600710,36.3,16.77
Fortaleza,2020-05-08 19:37:41.600710,27.68,-2.98
Recife,2020-05-08 19:37:41.600710,36.39,-4.54
Brasília,2020-05-08 19:37:41.600710,22.28,-9.49
Manaus,2020-05-08 19:37:41.600710,27.02,5.87
São Paulo,2020-05-09 19:37:41.600710,23.15,13.22
Rio de Janeiro,2020-05-09 19:37:41.600710,28.07,-6.65
Belo Horizonte,2020-05-09 19:37:41.600710,39.43,27.2
Porto Alegre,2020-05-09 19:37:41.600710,36.47,34.95
Salvador,2020-05-09 19:37:41.600710,28.43,-4.71
Curitiba,2020-05-09 19:37:41.600710,20.66,12.65
Fortaleza,2020-05-09 19:37:41.600710,18.72,5.39
Recife,2020-05-09 19:37:41.600710,17.98,-3.77
Brasília,2020-05-09 19:37:41.600710,17.47,4.57
Manaus,2020-05-09 19:37:41.600710,26.4,13.04
São Paulo,2020-05-10 19:37:41.600710,23.53,15.96
Rio de Janeiro,2020-05-10 19:37:41.600710,35.96,3.97
Belo Horizonte,2020-05-10 19:37:41.600710,27.42,25.83
Porto Alegre,2020-05-10 19:37:41.600710,34.07,5.61
Salvador,2020-05-10 19:37:41.600710,15.02,1.2
Curitiba,2020-05-10 19:37:41.600710,23.08,18.18
Fortaleza,2020-05-10 19:37:41.600710,28.17,26.13
Recife,2020-05-10 19:37:41.600710,17.43,-7.99
Brasília,2020-05-10 19:37:41.600710,17.03,-8.98
Manaus,2020-05-10 19:37:41.600710,35.97,35.49
São Paulo,2020-05-11 19:37:41.600710,19.35,9.94
Rio de Janeiro,2020-05-11 19:37:41.600710,33.07,-1.21
Belo Horizonte,2020-05-11 19:37:41.600710,18.54,17.88
Porto Alegre,2020-05-11 19:37:41.600710,20.91,0.07
Salvador,2020-05-11 19:37:41.600710,20.09,-4.39
Curitiba,2020-05-11 19:37:41.600710,35.7,-0.23
Fortaleza,2020-05-11 19:37:41.600710,26.83,9.82
Recife,2020-05-11 19:37:41.600710,27.76,15.82
Brasília,2020-05-11 19:37:41.600710,32.57,22.32
Manaus,2020-05-11 19:37:41.600710,39.41,24.55
São Paulo,2020-05-12 19:37:41.600710,35.48,3.97
Rio de Janeiro,2020-05-12 19:37:41.600710,28.17,0.61
Belo Horizonte,2020-05-12 19:37:41.600710,20.49,15.75
Porto Alegre,2020-05-12 19:37:41.600710,33.63,12.14
Salvador,2020-05-12 19:37:41.600710,37.96,10.14
Curitiba,2020-05-12 19:37:41.600710,32.21,16.76
Fortaleza,2020-05-12 19:37:41.600710,24.02,0.91
Recife,2020-05-12 19:37:41.600710,22.01,14.8
Brasília,2020-05-12 19:37:41.600710,31.05,0.57
Manaus,2020-05-12 19:37:41.600710,29.99,15.1
São Paulo,2020-05-13 19:37:41.600710,27.66,-8.97
Rio de Janeiro,2020-05-13 19:37:41.600710,29.49,8.51
Belo Horizonte,2020-05-13 19:37:41.600710,19.71,15.03
Porto Alegre,2020-05-13 19:37:41.600710,21.08,6.73
Salvador,2020-05-13 19:37:41.600710,18.13,-1.1
Curitiba,2020-05-13 19:37:41.600710,35.49,-3.35
Fortaleza,2020-05-13 19:37:41.600710,23.52,-7.58
Recife,2020-05-13 19:37:41.600710,33.92,23.33
Brasília,2020-05-13 19:37:41.600710,21.14,18.14
Manaus,2020-05-13 19:37:41.600710,32.25,25.51
São Paulo,2020-05-14 19:37:41.600710,28.34,-3.45
Rio de Janeiro,2020-05-14 19:37:41.600710,19.89,7.74
Belo Horizonte,2020-05-14 19:37:41.600710,20.99,-4.59
Porto Alegre,2020-05-14 19:37:41.600710,30.55,25.02
Salvador,2020-05-14 19:37:41.600710,15.88,-3.61
Curitiba,2020-05-14 19:37:41.600710,38.72,17.87
Fortaleza,2020-05-14 19:37:41.600710,15.25,6.98
Recife,2020-05-14 19:37:41.600710,24.49,-6.69
Brasília,2020-05-14 19:37:41.600710,19.03,5.84
Manaus,2020-05-14 19:37:41.600710,34.05,-5.91
São Paulo,2020-05-15 19:37:41.600710,32.18,27.91
Rio de Janeiro,2020-05-15 19:37:41.600710,29.21,27.22
Belo Horizonte,2020-05-15 19:37:41.600710,32.44,1.26
Porto Alegre,2020-05-15 19:37:41.600710,18.0,3.77
Salvador,2020-05-15 19:37:41.600710,36.52,10.48
Curitiba,2020-05-15 19:37:41.600710,21.85,20.65
Fortaleza,2020-05-15 19:37:41.600710,16.08,-2.06
Recife,2020-05-15 19:37:41.600710,30.15,-3.46
Brasília,2020-05-15 19:37:41.600710,28.52,22.38
Manaus,2020-05-15 19:37:41.600710,35.94,7.45
São Paulo,2020-05-16 19:37:41.600710,24.15,-2.31
Rio de Janeiro,2020-05-16 19:37:41.600710,29.17,22.66
Belo Horizonte,2020-05-16 19:37:41.600710,32.5,-8.12
Porto Alegre,2020-05-16 19:37:41.600710,18.97,-4.33
Salvador,2020-05-16 19:37:41.600710,22.46,6.63
Curitiba,2020-05-16 19:37:41.600710,38.35,28.68
Fortaleza,2020-05-16 19:37:41.600710,36.7,-9.59
Recife,2020-05-16 19:37:41.600710,17.23,6.16
Brasília,2020-05-16 19:37:41.600710,36.85,34.11
Manaus,2020-05-16 19:37:41.600710,39.21,38.02
São Paulo,2020-05-17 19:37:41.600710,22.09,-1.24
Rio de Janeiro,2020-05-17 19:37:41.600710,34.26,-2.77
Belo Horizonte,2020-05-17 19:37:41.600710,39.42,28.42
Porto Alegre,2020-05-17 19:37:41.600710,24.26,22.23
Salvador,2020-05-17 19:37:41.600710,39.12,12.25
Curitiba,2020-05-17 19:37:41.600710,33.28,21.53
Fortaleza,2020-05-17 19:37:41.600710,25.38,-1.7
Recife,2020-05-17 19:37:41.600710,36.47,9.94
Brasília,2020-05-17 19:37:41.600710,21.38,17.09
Manaus,2020-05-17 19:37:41.600710,16.68,15.99
São Paulo,2020-05-18 19:37:41.600710,35.51,4.35
Rio de Janeiro,2020-05-18 19:37:41.600710,30.2,11.44
Belo Horizonte,2020-05-18 19:37:41.600710,35.33,7.81
Porto Alegre,2020-05-18 19:37:41.600710,16.15,-7.47
Salvador,2020-05-18 19:37:41.600710,36.02,19.51
Curitiba,2020-05-18 19:37:41.600710,29.74,10.39
Fortaleza,2020-05-18 19:37:41.600710,32.58,9.01
Recife,2020-05-18 19:37:41.600710,31.4,11.18
Brasília,2020-05-18 19:37:41.600710,23.93,21.33
Manaus,2020-05-18 19:37:41.600710,22.36,8.96
São Paulo,2020-05-19 19:37:41.600710,31.85,1.36
Rio de Janeiro,2020-05-19 19:37:41.600710,32.58,11.83
Belo Horizonte,2020-05-19 19:37:41.600710,36.15,21.63
Porto Alegre,2020-05-19 19:37:41.600710,16.05,11.75
Salvador,2020-05-19 19:37:41.600710,19.9,12.22
Curitiba,2020-05-19 19:37:41.600710,36.58,36.2
Fortaleza,2020-05-19 19:37:41.600710,36.37,20.15
Recife,2020-05-19 19:37:41.600710,38.61,38.5
Brasília,2020-05-19 19:37:41.600710,37.64,35.31
Manaus,2020-05-19 19:37:41.600710,29.94,-1.53
São Paulo,2020-05-20 19:37:41.600710,35.26,24.41
Rio de Janeiro,2020-05-20 19:37:41.600710,24.88,-9.69
Belo Horizonte,2020-05-20 19:37:41.600710,39.89,15.36
Porto Alegre,2020-05-20 19:37:41.600710,25.46,2.61
Salvador,2020-05-20 19:37:41.600710,30.41,18.21
Curitiba,2020-05-20 19:37:41.600710,28.28,-2.46
Fortaleza,2020-05-20 19:37:41.600710,18.09,5.37
Recife,2020-05-20 19:37:41.600710,37.47,27.2
Brasília,2020-05-20 19:37:41.600710,30.0,-0.82
Manaus,2020-05-20 19:37:41.600710,17.36,-6.95
São Paulo,2020-05-21 19:37:41.600710,15.49,8.9
Rio de Janeiro,2020-05-21 19:37:41.600710,22.22,-8.59
Belo Horizonte,2020-05-21 19:37:41.600710,27.63,12.55
Porto Alegre,2020-05-21 19:37:41.600710,22.35,2.96
Salvador,2020-05-21 19:37:41.600710,36.21,26.8
Curitiba,2020-05-21 19:37:41.600710,25.63,-6.52
Fortaleza,2020-05-21 19:37:41.600710,39.98,-6.29
Recife,2020-05-21 19:37:41.600710,34.18,1.64
Brasília,2020-05-21 19:37:41.600710,29.71,19.11
Manaus,2020-05-21 19:37:41.600710,26.33,14.06
São Paulo,2020-05-22 19:37:41.600710,31.38,12.01
Rio de Janeiro,2020-05-22 19:37:41.600710,19.1,17.22
Belo Horizonte,2020-05-22 19:37:41.600710,33.93,28.79
Porto Alegre,2020-05-22 19:37:41.600710,27.26,6.42
Salvador,2020-05-22 19:37:41.600710,23.87,17.01
Curitiba,2020-05-22 19:37:41.600710,20.94,-0.62
Fortaleza,2020-05-22 19:37:41.600710,21.82,15.1
Recife,2020-05-22 19:37:41.600710,25.21,21.79
Brasília,2020-05-22 19:37:41.600710,25.96,10.79
Manaus,2020-05-22 19:37:41.600710,36.43,0.52
São Paulo,2020-05-23 19:37:41.600710,22.64,1.29
Rio de Janeiro,2020-05-23 19:37:41.600710,23.73,16.35
Belo Horizonte,2020-05-23 19:37:41.600710,32.64,0.32
Porto Alegre,2020-05-23 19:37:41.600710,34.59,19.96
Salvador,2020-05-23 19:37:41.600710,24.45,7.34
Curitiba,2020-05-23 19:37:41.600710,17.31,-4.69
Fortaleza,2020-05-23 19:37:41.600710,23.38,10.2
Recife,2020-05-23 19:37:41.600710,33.5,2.95
Brasília,2020-05-23 19:37:41.600710,18.29,13.83
Manaus,2020-05-23 19:37:41.600710,22.46,-7.5
São Paulo,2020-05-24 19:37:41.600710,17.48,7.93
Rio de Janeiro,2020-05-24 19:37:41.600710,38.86,37.8
Belo Horizonte,2020-05-24 19:37:41.600710,39.62,31.05
Porto Alegre,2020-05-24 19:37:41.600710,37.11,26.52
Salvador,2020-05-24 19:37:41.600710,31.11,22.46
Curitiba,2020-05-24 19:37:41.600710,29.57,-4.01
Fortaleza,2020-05-24 19:37:41.600710,28.97,24.21
Recife,2020-05-24 19:37:41.600710,19.09,2.53
Brasília,2020-05-24 19:37:41.600710,36.08,-7.22
Manaus,2020-05-24 19:37:41.600710,36.13,7.89
São Paulo,2020-05-25 19:37:41.600710,32.26,1.83
Rio de Janeiro,2020-05-25 19:37:41.600710,26.14,10.64
Belo Horizonte,2020-05-25 19:37:41.600710,19.8,12.97
Porto Alegre,2020-05-25 19:37:41.600710,39.99,-1.52
Salvador,2020-05-25 19:37:41.600710,39.7,32.36
Curitiba,2020-05-25 19:37:41.600710,33.88,0.89
Fortaleza,2020-05-25 19:37:41.600710,24.64,-2.3
Recife,2020-05-25 19:37:41.600710,38.09,-9.09
Brasília,2020-05-25 19:37:41.600710,35.33,6.95
Manaus,2020-05-25 19:37:41.600710,34.56,9.5
São Paulo,2020-05-26 19:37:41.600710,29.48,20.07
Rio de Janeiro,2020-05-26 19:37:41.600710,35.44,23.64
Belo Horizonte,2020-05-26 19:37:41.600710,27.39,23.09
Porto Alegre,2020-05-26 19:37:41.600710,32.75,10.36
Salvador,2020-05-26 19:37:41.600710,35.85,2.64
Curitiba,2020-05-26 19:37:41.600710,24.1,23.13
Fortaleza,2020-05-26 19:37:41.600710,38.62,15.75
Recife,2020-05-26 19:37:41.600710,38.68,-9.34
Brasília,2020-05-26 19:37:41.600710,32.77,29.63
Manaus,2020-05-26 19:37:41.600710,26.24,18.72
São Paulo,2020-05-27 19:37:41.600710,17.17,-3.85
Rio de Janeiro,2020-05-27 19:37:41.600710,34.76,8.41
Belo Horizonte,2020-05-27 19:37:41.600710,15.69,15.05
Porto Alegre,2020-05-27 19:37:41.600710,17.74,7.94
Salvador,2020-05-27 19:37:41.600710,36.55,-9.9
Curitiba,2020-05-27 19:37:41.600710,37.09,32.34
Fortaleza,2020-05-27 19:37:41.600710,32.29,6.35
Recife,2020-05-27 19:37:41.600710,26.29,6.76
Brasília,2020-05-27 19:37:41.600710,30.14,14.81
Manaus,2020-05-27 19:37:41.600710,25.5,18.1
São Paulo,2020-05-28 19:37:41.600710,39.45,12.42
Rio de Janeiro,2020-05-28 19:37:41.600710,36.09,15.41
Belo Horizonte,2020-05-28 19:37:41.600710,15.26,-2.32
Porto Alegre,2020-05-28 19:37:41.600710,15.36,4.11
Salvador,2020-05-28 19:37:41.600710,15.75,-9.7
Curitiba,2020-05-28 19:37:41.600710,39.6,16.62
Fortaleza,2020-05-28 19:37:41.600710,36.81,4.07
Recife,2020-05-28 19:37:41.600710,31.6,-7.9
Brasília,2020-05-28 19:37:41.600710,29.7,20.38
Manaus,2020-05-28 19:37:41.600710,17.06,13.48
São Paulo,2020-05-29 19:37:41.600710,20.34,0.13
Rio de Janeiro,2020-05-29 19:37:41.600710,32.61,-7.35
Belo Horizonte,2020-05-29 19:37:41.600710,18.96,17.37
Porto Alegre,2020-05-29 19:37:41.600710,16.54,1.6
Salvador,2020-05-29 19:37:41.600710,32.84,4.42
Curitiba,2020-05-29 19:37:41.600710,39.23,22.32
Fortaleza,2020-05-29 19:37:41.600710,37.56,25.35
Recife,2020-05-29 19:37:41.600710,22.84,-0.84
Brasília,2020-05-29 19:37:41.600710,22.7,-9.2
Manaus,2020-05-29 19:37:41.600710,21.78,16.32
São Paulo,2020-05-30 19:37:41.600710,17.4,-4.86
Rio de Janeiro,2020-05-30 19:37:41.600710,37.27,6.07
Belo Horizonte,2020-05-30 19:37:41.600710,38.54,25.9
Porto Alegre,2020-05-30 19:37:41.600710,26.33,1.85
Salvador,2020-05-30 19:37:41.600710,38.01,30.59
Curitiba,2020-05-30 19:37:41.600710,33.5,-1.36
Fortaleza,2020-05-30 19:37:41.600710,32.07,4.21
Recife,2020-05-30 19:37:41.600710,19.45,-9.34
Brasília,2020-05-30 19:37:41.600710,28.06,0.49
Manaus,2020-05-30 19:37:41.600710,22.68,-6.73
São Paulo,2020-05-31 19:37:41.600710,22.74,15.94
Rio de Janeiro,2020-05-31 19:37:41.600710,17.9,12.73
Belo Horizonte,2020-05-31 19:37:41.600710,33.15,5.41
Porto Alegre,2020-05-31 19:37:41.600710,22.41,-6.7
Salvador,2020-05-31 19:37:41.600710,17.8,10.1
Curitiba,2020-05-31 19:37:41.600710,36.06,26.08
Fortaleza,2020-05-31 19:37:41.600710,23.85,9.0
Recife,2020-05-31 19:37:41.600710,23.58,16.55
Brasília,2020-05-31 19:37:41.600710,29.58,7.21
Manaus,2020-05-31 19:37:41.600710,32.9,14.52
São Paulo,2020-06-01 19:37:41.600710,31.07,30.33
Rio de Janeiro,2020-06-01 19:37:41.600710,30.84,6.71
Belo Horizonte,2020-06-01 19:37:41.600710,32.82,-7.6
Porto Alegre,2020-06-01 19:37:41.600710,21.71,7.33
Salvador,2020-06-01 19:37:41.600710,38.89,26.09
Curitiba,2020-06-01 19:37:41.600710,35.26,-7.9
Fortaleza,2020-06-01 19:37:41.600710,16.54,10.8
Recife,2020-06-01 19:37:41.600710,19.76,9.48
Brasília,2020-06-01 19:37:41.600710,37.39,28.75
Manaus,2020-06-01 19:37:41.600710,23.24,4.71
São Paulo,2020-06-02 19:37:41.600710,32.72,-1.13
Rio de Janeiro,2020-06-02 19:37:41.600710,19.53,5.89
Belo Horizonte,2020-06-02 19:37:41.600710,34.25,-1.45
Porto Alegre,2020-06-02 19:37:41.600710,35.4,25.11
Salvador,2020-06-02 19:37:41.600710,31.02,-8.13
Curitiba,2020-06-02 19:37:41.600710,30.43,20.87
Fortaleza,2020-06-02 19:37:41.600710,18.2,-3.34
Recife,2020-06-02 19:37:41.600710,20.9,5.47
Brasília,2020-06-02 19:37:41.600710,16.68,-4.66
Manaus,2020-06-02 19:37:41.600710,19.83,-2.2
São Paulo,2020-06-03 19:37:41.600710,33.46,17.06
Rio de Janeiro,2020-06-03 19:37:41.600710,22.4,-9.19
Belo Horizonte,2020-06-03 19:37:41.600710,23.72,21.99
Porto Alegre,2020-06-03 19:37:41.600710,28.68,28.5
Salvador,2020-06-03 19:37:41.600710,18.9,8.17
Curitiba,2020-06-03 19:37:41.600710,35.5,29.69
Fortaleza,2020-06-03 19:37:41.600710,31.16,-7.21
Recife,2020-06-03 19:37:41.600710,38.04,17.2
Brasília,2020-06-03 19:37:41.600710,27.14,-9.91
Manaus,2020-06-03 19:37:41.600710,15.8,0.98
São Paulo,2020-06-04 19:37:41.600710,17.24,14.48
Rio de Janeiro,2020-06-04 19:37:41.600710,30.56,-4.16
Belo Horizonte,2020-06-04 19:37:41.600710,27.09,23.66
Porto Alegre,2020-06-04 19:37:41.600710,16.67,-6.02
Salvador,2020-06-04 19:37:41.600710,28.36,26.16
Curitiba,2020-06-04 19:37:41.600710,26.32,15.35
Fortaleza,2020-06-04 19:37:41.600710,28.74,15.58
Recife,2020-06-04 19:37:41.600710,21.22,3.2
Brasília,2020-06-04 19:37:41.600710,15.42,-6.3
Manaus,2020-06-04 19:37:41.600710,38.14,-6.09
São Paulo,2020-06-05 19:37:41.600710,18.38,0.04
Rio de Janeiro,2020-06-05 19:37:41.600710,22.72,5.2
Belo Horizonte,2020-06-05 19:37:41.600710,27.7,5.05
Porto Alegre,2020-06-05 19:37:41.600710,37.71,7.57
Salvador,2020-06-05 19:37:41.600710,22.41,20.37
Curitiba,2020-06-05 19:37:41.600710,37.47,27.01
Fortaleza,2020-06-05 19:37:41.600710,26.77,5.81
Recife,2020-06-05 19:37:41.600710,16.53,-3.36
Brasília,2020-06-05 19:37:41.600710,20.0,-7.46
Manaus,2020-06-05 19:37:41.600710,15.03,-5.14
São Paulo,2020-06-06 19:37:41.600710,35.15,4.69
Rio de Janeiro,2020-06-06 19:37:41.600710,24.36,3.01
Belo Horizonte,2020-06-06 19:37:41.600710,23.62,4.35
Porto Alegre,2020-06-06 19:37:41.600710,33.6,15.03
Salvador,2020-06-06 19:37:41.600710,24.19,17.9
Curitiba,2020-06-06 19:37:41.600710,23.26,6.52
Fortaleza,2020-06-06 19:37:41.600710,19.44,17.2
Recife,2020-06-06 19:37:41.600710,31.55,3.05
Brasília,2020-06-06 19:37:41.600710,28.24,1.66
Manaus,2020-06-06 19:37:41.600710,19.22,13.51
São Paulo,2020-06-07 19:37:41.600710,22.5,6.23
Rio de Janeiro,2020-06-07 19:37:41.600710,15.07,12.9
Belo Horizonte,2020-06-07 19:37:41.600710,25.41,10.35
Porto Alegre,2020-06-07 19:37:41.600710,20.99,17.49
Salvador,2020-06-07 19:37:41.600710,26.42,-1.76
Curitiba,2020-06-07 19:37:41.600710,34.03,27.6
Fortaleza,2020-06-07 19:37:41.600710,21.99,18.01
Recife,2020-06-07 19:37:41.600710,16.8,1.42
Brasília,2020-06-07 19:37:41.600710,37.35,-9.22
Manaus,2020-06-07 19:37:41.600710,33.59,-5.8
São Paulo,2020-06-08 19:37:41.600710,18.4,14.92
Rio de Janeiro,2020-06-08 19:37:41.600710,16.08,-8.96
Belo Horizonte,2020-06-08 19:37:41.600710,15.06,7.57
Porto Alegre,2020-06-08 19:37:41.600710,24.21,-6.32
Salvador,2020-06-08 19:37:41.600710,20.74,5.79
Curitiba,2020-06-08 19:37:41.600710,27.86,-9.28
Fortaleza,2020-06-08 19:37:41.600710,15.12,10.52
Recife,2020-06-08 19:37:41.600710,19.12,6.55
Brasília,2020-06-08 19:37:41.600710,34.02,11.86
Manaus,2020-06-08 19:37:41.600710,20.61,-4.44
São Paulo,2020-06-09 19:37:41.600710,18.55,-3.07
Rio de Janeiro,2020-06-09 19:37:41.600710,28.72,-4.03
Belo Horizonte,2020-06-09 19:37:41.600710,28.81,-1.47
Porto Alegre,2020-06-09 19:37:41.600710,35.46,-4.56
Salvador,2020-06-09 19:37:41.600710,37.37,1.15
Curitiba,2020-06-09 19:37:41.600710,36.39,35.85
Fortaleza,2020-06-09 19:37:41.600710,28.36,25.26
Recife,2020-06-09 19:37:41.600710,28.29,-5.39
Brasília,2020-06-09 19:37:41.600710,37.42,12.02
Manaus,2020-06-09 19:37:41.600710,30.24,28.6
São Paulo,2020-06-10 19:37:41.600710,22.49,9.13
Rio de Janeiro,2020-06-10 19:37:41.600710,37.97,0.24
Belo Horizonte,2020-06-10 19:37:41.600710,29.73,5.44
Porto Alegre,2020-06-10 19:37:41.600710,22.19,18.06
Salvador,2020-06-10 19:37:41.600710,26.72,18.23
Curitiba,2020-06-10 19:37:41.600710,25.36,4.11
Fortaleza,2020-06-10 19:37:41.600710,30.06,-7.28
Recife,2020-06-10 19:37:41.600710,15.17,12.88
Brasília,2020-06-10 19:37:41.600710,15.87,-2.98
Manaus,2020-06-10 19:37:41.600710,18.81,-1.63
São Paulo,2020-06-11 19:37:41.600710,36.44,32.7
Rio de Janeiro,2020-06-11 19:37:41.600710,35.63,33.32
Belo Horizonte,2020-06-11 19:37:41.600710,23.82,-1.74
Porto Alegre,2020-06-11 19:37:41.600710,38.45,-1.45
Salvador,2020-06-11 19:37:41.600710,36.92,2.27
Curitiba,2020-06-11 19:37:41.600710,38.06,20.57
Fortaleza,2020-06-11 19:37:41.600710,23.92,12.45
Recife,2020-06-11 19:37:41.600710,22.69,2.79
